id,age,gender,country,multilingual,aut.originality.1,aut.originality.2,aut.originality,dat,problems.questions.1,problems.questions.2,problems.questions,problems.cra,problems.combined,word.1,word.2,word.3,word.4,word.5,word.6,word.7,word.8,word.9,word.10
R_2P11H6Ys65oQgkW,55,Male,Russian Federation,TRUE,NA,NA,NA,75.310686993457,NA,NA,NA,1,NA,ball,sky,love,science,address,behaivior,computer,brain,fish,mark
R_SGHthQlcXPhJs7T,13,Female,China,TRUE,NA,NA,NA,80.393762400906,NA,NA,NA,1,NA,Computer,Shoe,Pen,Fish tank,Badge,Paper,Ink,Sky,Light,Folder
R_z2zLBNh1cbGgtYB,70,Male,Hungary,TRUE,NA,NA,NA,75.5770378879138,NA,NA,NA,0,NA,Rain,Wood,Sky,Computer,Steering wheel,Battery,Potato,Camera,Holiday,Map
R_2a8PfywMbUI5gFE,55,Male,Sri Lanka,TRUE,NA,NA,NA,69.9107464935098,NA,NA,NA,0,NA,paper,hand,book,wall,sky,hammer,chair,key,tounge,water
R_ANExC96B6mbQDuN,65,Female,Germany,TRUE,NA,NA,NA,76.9801816559352,NA,NA,NA,1,NA,apple,watering can,fridge,car,lamp,cauliflower,chair,basement,pan,grass
R_2rqjqkq3SQ6SPet,13,Female,Italy,TRUE,NA,NA,NA,66.1837147105308,NA,NA,NA,1,NA,ability,anxiety,student,trust,wisdom,health,classroom,dog,spider,frog
R_1q55r6Iht2E085e,13,Female,Philippines,TRUE,NA,NA,NA,74.3235204901014,NA,NA,NA,0,NA,City,Table,Computer,Bridge,Science,Book,Beauty,Philippines ,Ocean,Phone
R_2dQicrUMAbfAZTh,35,Male,Brazil,TRUE,NA,NA,NA,78.1098437451181,NA,NA,NA,1,NA,Chair,Mobile,Brain,Bottle,garage,Sandwich,Oven,Book,Balcony,Park
R_3rsostnY9qV9qE1,55,Male,Viet Nam,TRUE,NA,NA,NA,84.6531303067293,NA,NA,NA,0,NA,Differ,Deference ,Fire,Ten,Terrence ,Refer ,Dent,Riff,Trend ,Ten
R_9yGPJ7NSIwu0wZX,35,Male,Finland,TRUE,NA,NA,NA,80.3676095746812,NA,NA,NA,1,NA,apple,car,kite,cow,rifle,painting,chest,ring,grass,moon
R_PLHxNfAogK50xyh,26,Male,Papua New Guinea,FALSE,1,1,1,71.5785238714445,1,1,1,1,2,Chair,Hat,Scissors,Hook,Door,Iron,Clock,paint,weights,desk
R_1jUqhQ160e8fyUt,70,Female,Poland,TRUE,NA,NA,NA,69.8323952300208,NA,NA,NA,2,NA,book,door,computer,head,hand,dress,shoes,scarf,coat,wardrobe
R_3ESRQy8EiQN8tkv,7,Female,Chile,TRUE,1.5,1.5,1.5,75.7875552134854,1,1,1,0,1,cake,person,beetle,paper,chicken,blood,hair,flute,elephant,underpants
R_1CI4fxfbrr6IeCN,65,Male,Italy,TRUE,NA,NA,NA,83.869647616077,NA,NA,NA,1,NA,Weight,Fire,Plastic,Platypus,Moon,Coffee,Gearbox,Pesticide,Guilt,Ceiling
R_AL1Ry8pmnIsi1wJ,65,Female,Ghana,FALSE,NA,NA,NA,76.1301934364296,NA,NA,NA,2,NA,Religion ,Brick,Glue,Sun,Ice,Steam,Sponge,Lung,Anger,Compassion 
R_29nLO7FTWv92YS2,35,Female,Serbia,TRUE,NA,NA,NA,75.8771390432403,NA,NA,NA,0,NA,blanket,rose,cup,idea,sunshine,pleasure,seven,infinity,sky,fingers
R_4Pb3dgZ1KTPpP0d,55,Male,Cyprus,TRUE,NA,NA,NA,85.1651614797967,NA,NA,NA,2,NA,Wine,Book ,Vase,Mirror,Bulldozer,Yacht ,Cushion,Hospital,Desert,Tree
R_1Ed42qK0mBirb2g,65,Female,Germany,TRUE,NA,NA,NA,80.4619842164573,NA,NA,NA,1,NA,fence,child,animal,asphalt,leaf,couch,modem,lid,page,pit
R_3KIUIFmOXBVhEhI,35,Female,Papua New Guinea,TRUE,NA,NA,NA,79.0764484554529,NA,NA,NA,1,NA,Tree,Silo,Cat,Human being,Car,Sky,Dress,Fan,Paper,Softball 
R_wNxL9SriARfigmd,18,Female,Viet Nam,TRUE,NA,NA,NA,70.6580151404653,NA,NA,NA,0,NA,Head,Box,Pillow,Bear,Bun,Lamp,Rug,Tear,Farm,Sofa
R_1DVguhdyEkXIzYK,18,Female,Turkey,TRUE,NA,NA,NA,79.8078162773025,NA,NA,NA,0,NA,Phone,Waste,Emission,Programming,Car,Relationship ,Plant,Thorn,Business,Chocolate 
R_1ojypBMShhK7z3Z,26,Male,Sri Lanka,TRUE,NA,NA,NA,82.4963434466294,NA,NA,NA,1,NA,book,lion,orange,bacteria,plane,stick,astronaut,goldfish,balloon,grid
R_3CIrku1XcP50Rjr,35,Female,Kenya,FALSE,NA,NA,NA,80.9719102900653,NA,NA,NA,0,NA,Rat,Tree,Cup,Finger,Lawyer,Australia,Olympics,Shoe,River,Can
R_3elB5BKMZIAtN1F,55,Female,Uruguay,TRUE,NA,NA,NA,78.2189016186056,NA,NA,NA,2,NA,Dog,Cup,Skirt,Car,Injection,Flower,Camera,Bin,Brush,Toothpick
R_2R8EQE3dWVLXocs,55,Male,Venezuela, Bolivarian Republic of...,FALSE,NA,NA,NA,94.096301746599,NA,NA,NA,2,NA,Towtruck,Bakedbeans,Chainsaw,Flour,Satellite,Seaweed,Grumpiness,Torture,Elegance
R_2oaDPps0LN10R3z,35,Female,Netherlands,TRUE,NA,NA,NA,74.9752764190946,NA,NA,NA,1,NA,kettle,hammer,tie,pen,heater,freezer,eraser,curtain,roof,car
R_1l06l4nuh0PIe63,35,Female,Greece,TRUE,NA,NA,NA,78.146975815651,NA,NA,NA,1,NA,Shoe,Spaghettu,Tampon,Pea,Flower,Map,Soap,Grass,Golf,Steps
R_qVr23PJbTWe3EVH,35,Female,Germany,TRUE,NA,NA,NA,76.8772366146246,NA,NA,NA,0,NA,Hat,Car,Sky,Chair,Dog,Photo,Cereal,Boot,Kettle,Moon
R_2DZUsDzt9xwRj5I,65,Male,Malaysia,TRUE,NA,NA,NA,82.6655341400987,NA,NA,NA,1,NA,Car,Mule,Holves,Chain,String,Elevator,Rocket,Singer,Wine,Stew
R_3FUxJ00pK3pxfHi,55,Female,Finland,TRUE,NA,NA,NA,81.6863285466319,NA,NA,NA,1,NA,orange,cat,shops,spade,chalk,accountant,herb,party,gingervread,teaspoon
R_1rB0mwjqSaNff5a,26,Female,Guatemala,TRUE,NA,NA,NA,76.4863035153775,NA,NA,NA,0,NA,Wind,Arrow,Cheese,Computer,Clothes,Tree,Mountain,Bank,Song,Ant
R_1Cf60Adc4Z9SZ07,26,Male,Lebanon,TRUE,NA,NA,NA,45.0486126400176,NA,NA,NA,0,NA,Apple,Orange,Potato,Broccoli ,Strawberry ,Banana,Chicken,Beef,Salmon,Tea
R_31SMqPLoCPEml3k,55,Male,Denmark,FALSE,NA,NA,NA,78.1856248066539,NA,NA,NA,1,NA,banana,black,car,enlightenment,rubber ,head,wine,spaceship,goose,egg
R_1DSdEIQCdxQD4ru,26,Female,France,TRUE,NA,NA,NA,81.4726475437748,NA,NA,NA,0,NA,Grass,Pen,Car,Hi,Beautiful ,Certainly ,Impolite,Report,Harassment ,Brun 
R_3033O5geiOAloD4,18,Female,Austria,TRUE,NA,NA,NA,87.8310537852702,NA,NA,NA,1,NA,cloud ,laptop,butterfly ,book,cash register,lettuce ,high heel shoe,clipboard ,lolly ,phone
R_3gL2SK9r1dvRPbz,65,Female,Germany,TRUE,NA,NA,NA,77.7029029670216,NA,NA,NA,0,NA,Pillow,Bird,Tractor,Curtain,Painting ,Sunrise ,Grandchild,Haircut,Cough,iPad 
R_2SwQ62I5HMdRjXk,65,Female,Germany,TRUE,NA,NA,NA,73.2469354357038,NA,NA,NA,2,NA,Door ,Wind,Yellow,Cat,Newspaper,Bed,Car,Cold,Ringing,Tv
R_1IDUhQOSyvPHmIl,35,Female,Malaysia,FALSE,NA,NA,NA,85.4473371125225,NA,NA,NA,0,NA,Desk,Bannana,Clock,Dog,Eye glasses,Crucifix ,Sky,Emoji,Shoe cleaner,Cage
R_2WNHkQnyybf0qi4,35,Male,Israel,TRUE,NA,NA,NA,81.8425424108725,NA,NA,NA,1,NA,dart,tongue,dolphin,earplug,shampoo,car,feather,accordion,computer bug,spec of dust
R_2BmM20XzvhWOtN3,70,Male,Netherlands,TRUE,NA,NA,NA,68.4696061270578,NA,NA,NA,1,NA,bread,stone,wind,water,tree,house,child,wool,blanket,light
R_e8KlzLjGlnHl185,26,Female,Indonesia,TRUE,NA,NA,NA,74.3114853189105,NA,NA,NA,0,NA,car,bottle,handphone,book,paper,glasses,shoe,computer,wallet,key
R_sUzhz1vlVJ96eQh,35,Male,Fiji,FALSE,NA,NA,NA,77.4234917990509,NA,NA,NA,0,NA,car,tree,bottle,knife,refrigerator,footpath,powerline,gravel,kite,peach
R_1DYJmUMM6277WwY,35,Male,Austria,TRUE,1.5,2,1.75,84.477014879563,2,2,2,1,3,bean,rocket,crystal,note,cable,book,lava,concept,protron,whisp
R_3qaOlvePLVu4UXF,35,Female,Argentina,TRUE,NA,NA,NA,85.6195509217547,NA,NA,NA,0,NA,elephant,spinach,clock,mountain,colander,cloud,transporter,train,seed,electric plug
R_2rC1w2eN4VkcfOD,35,Female,Israel,TRUE,NA,NA,NA,89.4901194920143,NA,NA,NA,0,NA,painkiller,luna park,astronomy,parrot,anchor,ice cream,screwdriver,family,chip,paw
R_21yVmyPADmwrRM2,55,Female,Germany,TRUE,NA,NA,NA,63.3926159569195,NA,NA,NA,1,NA,Water,Fire,Cold,Heat,Ice,Fire,Water,Solid,Softness,HARDSHIP
R_3QVsNI66kXrQ9uP,65,Female,Netherlands,TRUE,NA,NA,NA,69.4250836613632,NA,NA,NA,0,NA,fish,palm,truck,water,seed,bird,hook,hair,boot,fence
R_2qzc2B7LZ17YYgi,70,Female,Netherlands,TRUE,NA,NA,NA,65.114566045148,NA,NA,NA,0,NA,Clay,Glass,Sand,Folage,Rug,Stone,Charcoal,Scissors,Tin,Bag
R_3iPAObMW2at15Tf,55,Female,Austria,TRUE,NA,NA,NA,77.2226139548279,NA,NA,NA,0,NA,bat,butter,coat,car,glass,book,ring,cow,toothbrush,nail
R_PI2ihWBw6RyTUGd,26,Male,China,TRUE,NA,NA,NA,80.6399917762194,NA,NA,NA,1,NA,tree,fish,house,cloud,cornea,electricity,shoe,wheel,fire,time
R_2Y3LZFb02S0DZIn,55,Female,Austria,TRUE,NA,NA,NA,77.7874123127688,NA,NA,NA,2,NA,tree,basin,apple,car,love,building,pleasure,pain,space,time
R_2yghaV30bIthdqa,13,Female,China,TRUE,NA,NA,NA,91.4074468492929,NA,NA,NA,1,NA,Nuclei,Parcel,Dessert,Hallucination,Mother,Dividend,Cantonese,Space shuttle,Seaweed,Gravity
R_3JqHYUlNw8srlVs,55,Male,Zambia,FALSE,1,1,1,74.1027376126675,1,1,1,1,2,Car,Horse,House,Flower,Donut,Hair,Tool,Rain,Chair,Windows 
R_3fUBTkFwL7OkLwS,35,Male,Malaysia,TRUE,NA,NA,NA,83.0682530289605,NA,NA,NA,1,NA,spaceship,coffee,eyes,puppy,theatre,blueberries,pirate,football,napkin,book
R_2czrOQbgGY4cvof,26,Female,Zimbabwe,FALSE,NA,NA,NA,80.7751018066137,NA,NA,NA,2,NA,red,cat,building,blender,shoe lace,silk,water,girl,photograph,toilet paper
R_1H5YZuVxQTV6q7p,55,Male,Sri Lanka,TRUE,NA,NA,NA,84.3096588339124,NA,NA,NA,2,NA,Begger,Stalker,Anatomy,Serpant,Ambulance,Flag,Door stopper,Broom,Breast,Sock
R_3ES9d7x7VvDgmvS,70,Male,Netherlands,TRUE,NA,NA,NA,55.802975949787,NA,NA,NA,1,NA,hard,soft,wet,dry,slimy,dusty,sticky,coloured,blank,invisible
R_3dLcsSf1Z6eL5ps,35,Female,Finland,TRUE,NA,NA,NA,77.3542630885329,NA,NA,NA,0,NA,Rock,Airplane,Tree,Soap bar,Spoon,Comb,Ruler,Pencil,Pillow,Brick
R_3M4CqyT68ctBN05,55,Male,Netherlands,TRUE,NA,NA,NA,79.2413949611641,NA,NA,NA,1,NA,Cloud,Frog,Sand,Screw,Spoon,Shoelace,Flower,Finger,Typewriter,Magazine
R_1o1D4MnIF1On2JU,70,Male,Netherlands,TRUE,NA,NA,NA,80.0855013231436,NA,NA,NA,0,NA,Tree,Anxiety,Death,Shoe,Planet,Wealth,Atom,Shopping,Day,Track
R_899GBRpXLMpXwwF,35,Male,Papua New Guinea,TRUE,NA,NA,NA,78.7645771966449,NA,NA,NA,2,NA,hope,Queensland,plants,seawater,moon,carpet,spring,music,plastic,light
R_6gQdpmft5gNI7o5,55,Female,Netherlands,TRUE,NA,NA,NA,77.209847710938,NA,NA,NA,2,NA,Dog,Cooking pot,Plant,Water bowl,Fire,Door,Husband,Pillow,Doorstop,Magazine
R_Y3orTDVeZZ6ayOd,35,Male,Colombia,TRUE,NA,NA,NA,75.8049776866322,NA,NA,NA,1,NA,Tree,Computer,Shoe,Steam,Hook,Sock,Rubber bands ,Mirror ,Wing,Rock
R_Ce0rFFuYuPjL9CN,35,Female,Fiji,TRUE,NA,NA,NA,66.749534525332,NA,NA,NA,0,NA,water,air,space,fire,earth,element,molecule,plant,animal,god
R_ysu63j6DeXGDJ6N,35,Male,Sri Lanka,TRUE,NA,NA,NA,80.2619030344344,NA,NA,NA,2,NA,Parrot,Grass,Hammer,Petrol,Toy,Clown,Drugs ,Blood,Spice,Table
R_3Jz385R6YTgpJtN,35,Female,Brazil,TRUE,NA,NA,NA,78.9322085855972,NA,NA,NA,1,NA,Car,Table,Lizard,Lamb,Pen ,Phone,Computer,Desk,printer,Friendship 
R_22V12cIEMshrEOO,35,Female,Papua New Guinea,FALSE,NA,NA,NA,80.2219821228867,NA,NA,NA,2,NA,table,mountain,sheep,seaweed,camera,brain,planet,wind,peg,paper
R_2P4ZpoeHb2HtWgT,26,Female,Malaysia,FALSE,NA,NA,NA,83.5905233952438,NA,NA,NA,1,NA,Bowl,Needles,Hippo ,TV,Flower,Racket,Facebook ,Burger,Children,Roof
R_DIb3MASVfkqCgZH,35,Male,Iran, Islamic Republic of...,TRUE,1.5,0,0.75,77.3934768424148,1,1,1,1,2,Pen,Carpet,Television ,Watch,Hat,Balcony ,Socks ,Car,Street
R_2uEQp2cwRSiREtp,35,Male,Kenya,TRUE,NA,NA,NA,83.5902397121702,NA,NA,NA,1,NA,Kite ,Brick,Chocolate ,Dolphin,Shot ,Tree,Shuttlecock,Cigarette ,Ear ,Wheel
R_2SIuORVmbZKWSfd,70,Female,Botswana,FALSE,NA,NA,NA,73.8279886543751,NA,NA,NA,1,NA,risk,breadth,strength,colour,feeling,idea,bench,flower,soil,rain
R_2Cgq8mAWK4NbGDL,35,Female,Ethiopia,TRUE,NA,NA,NA,79.7211268295844,NA,NA,NA,1,NA,Car,Dog,Newspaper,Hair brush,Tea pot,Dress,Pillow,Curtain,Stereo,Microwave
R_Dw3UZKcn8keGuhX,35,Female,Bosnia and Herzegovina,TRUE,NA,NA,NA,80.8164850232147,NA,NA,NA,1,NA,Hand body part,Door,Phone,Tooth brush ,Plate,Shoos,Toys,Nail clippers ,Hair shampoo ,Car
R_1GDlPvii3iqMoOD,26,Male,Serbia,TRUE,NA,NA,NA,86.439310351298,NA,NA,NA,1,NA,Cigarette,Umbrella,Washcloth,Beef,Love,Masturbation,Socket,Tusk,Broadway,Javelin 
R_2TpG55czxlMS129,65,Female,Malaysia,TRUE,NA,NA,NA,74.2299592920712,NA,NA,NA,0,NA,Cup,Wall ,Pencil,Carpet,Fan,Television,Box,Bath,Glass,Plant
R_1pXWBH1Bu2EGO4n,55,Male,Cyprus,FALSE,NA,NA,NA,59.1010353394917,NA,NA,NA,0,NA,door,car,air,snow,rain,weather,fire,winter,sleep,drink
R_TsXuNwldsrckP1n,35,Female,Hungary,TRUE,NA,NA,NA,80.406127355638,NA,NA,NA,1,NA,Volcano,Car,Pen,Spaceship,Boat,Spoon,Hose,Backpack,Violin,Dice
R_3kO0cf499dI5R6q,70,Female,Switzerland,TRUE,NA,NA,NA,82.1501503388087,NA,NA,NA,0,NA,vision,orchids,astronomy,health,car,cat,walk,cream,arm,God
R_2EE6ZEaMJCjcZDO,65,Female,Netherlands,TRUE,0,0,0,68.1159596358027,1,1,1,2,3,chair,ceiling,tree,fire,water,air,rock,organism,heat,cold
R_2Ybuc2ia3SQVDzN,35,Male,Austria,TRUE,NA,NA,NA,93.1948710809506,NA,NA,NA,0,NA,florin,prickle,carabiner,neuroplasticity,gap,carburetor,felt,word,jigsaw,flashlight
R_10OZ6iE5TJwz81b,55,Female,Malaysia,FALSE,NA,NA,NA,73.9454442191692,NA,NA,NA,2,NA,Cat,Fish,Rainbow,Cannon,Stars,Flowers,River,Motorbike ,Dress,Donut
R_dd855rOcAZs3757,70,Male,Hungary,TRUE,NA,NA,NA,75.5463734269142,NA,NA,NA,0,NA,cloud,water,dog,pasta,table,grass,train,book,sausage,heater
R_3lRoaVDjF9kmnzk,55,Male,Azerbaijan,FALSE,NA,NA,NA,76.9127264264084,NA,NA,NA,2,NA,pen, ,book,house,grass,brick,nose,ruler,phone,headphone
R_1eDF3Q3DQSFJZGH,55,Male,Kenya,FALSE,NA,NA,NA,89.0942413465209,NA,NA,NA,1,NA,Bee,Jelly,Museum,Veranda,Cockerel ,Transistor ,Ocean,Coil,Map,Elevator 
R_2pKc5TrhcQakAUH,65,Female,Portugal,FALSE,NA,NA,NA,81.1807938685108,NA,NA,NA,1,NA,cool,hypo,hyper,wedge,hedge,freak,beauty,bowl,pool,book
R_vdicjE0xSXpqp2x,65,Female,Netherlands,FALSE,0,0,0,74.5348405270349,1,1,1,1,2,shovel,pan,sand,water,crayon,computer,car,aeroplane,book,wool
R_10ow58E2oJoWdwL,65,Female,France,TRUE,NA,NA,NA,76.8223782025632,NA,NA,NA,1,NA,book,flower,stone ,dog,blanket,alphabet,sound,sea,mountain,car
R_1dg0TCY3Qxx72t5,18,Male,Lebanon,TRUE,NA,NA,NA,76.4793590065979,NA,NA,NA,2,NA,Olive,Boat,Wind,Book,Face,Paint,Money,Glue,Digestion,Heat
R_DcvYjGAjb2uGExP,35,Female,Sweden,TRUE,NA,NA,NA,66.2995257547924,NA,NA,NA,1,NA,door,wall,floor,tree,strawberry,computer,box,toy,car,bus
R_vcOKDKIjev89zmF,13,Male,Afghanistan,FALSE,NA,NA,NA,84.0201492464292,NA,NA,NA,2,NA,esky,computer,banana,mountain,ocean,shoe,gate,ball,cup,vaccum cleaner
R_3KN0Le7BmHkuOha,35,Male,Russian Federation,TRUE,NA,NA,NA,72.1540125707785,NA,NA,NA,2,NA,Car,Man,Sun,Hotel,Tree,Oil,Ice,Syringe,Bible,Pants
R_1ddmQ7z2p0urPJw,13,Male,China,TRUE,NA,NA,NA,89.209847434956,NA,NA,NA,1,NA,Lightbulb,Ukulele,cornflour,silicon,mouse,happiness,paper,shoe,printer,reserve
R_1FLgOzR6yqcRab9,55,Male,Italy,TRUE,NA,NA,NA,80.3487582575707,NA,NA,NA,1,NA,snow,meteor,xenon,vulcan,purple,iron,pi,magma,tomorrow,zero
R_33xtmnurjShYLwM,55,Female,Hungary,TRUE,NA,NA,NA,84.828288404138,NA,NA,NA,0,NA,Apple,House,Mountain,Rubber,Wother,Calendar,Aeroplane,Eyelid,Show,Parking
R_C9r1M3ytY9kTDsl,65,Male,Viet Nam,TRUE,NA,NA,NA,50.7347983973367,NA,NA,NA,2,NA,Wall,Floor,Ceiling,Door,Window,Lounge,Chair,Table,Bowl,Fan
R_3h5yqQUoTMkGhXK,26,Female,Germany,TRUE,NA,NA,NA,69.8893493839673,NA,NA,NA,1,NA,Bed,Orange,Thought,Water,Literatur,Hair,Art,Dog,Heart,Schuh
R_2VQh37hUclVehSx,35,Male,Germany,TRUE,NA,NA,NA,85.6561975997119,NA,NA,NA,0,NA,Koala,Airplane,Orchid,Drawer,Kidney,Laptop,Trimmer,Neopren,Shoes,Coal
R_1ptikGLaKt32ioY,35,Female,United Arab Emirates,FALSE,NA,NA,NA,83.3485060548853,NA,NA,NA,2,NA,Tree,Flea,Bed,Sand,Stardust,Blanket,Amoebae ,Skeleton,Paintbrush,Egg
R_29m2tWDi867AOck,55,Female,Finland,TRUE,NA,NA,NA,77.5656297802925,NA,NA,NA,1,NA,Tree,Boulder,Airplane ,Cat,Beef,Flower,Chair,Typewriter ,Sun,Dam
R_3lRBfPj1ZD0JaE4,70,Female,Nigeria,TRUE,NA,NA,NA,63.0468058444205,NA,NA,NA,2,NA,good,bad,wicked,SAME,BLANK,COVERED,SIMPLE,COMPLEX,COLOURED,WHITE
R_e9SYksCvQCHzjUJ,55,Male,Malaysia,FALSE,NA,NA,NA,80.3032443193453,NA,NA,NA,2,NA,animal,shoe,tree,sky,car,credit card,sauce pan,bread,finger,chalk
R_2EiBMyawWGus9kV,26,Female,Malaysia,TRUE,NA,NA,NA,77.3332747675124,NA,NA,NA,2,NA,Cat,Star,Bridge,Lavendar,Jug,Mother,Sad,Gift,Flat,Hammer
R_1gphXw7i9ZY4gEj,70,Female,France,TRUE,NA,NA,NA,66.6968872149785,NA,NA,NA,1,NA,book,pamphlet,leaflet,tome,encyclopaedia,volume,journal,review,magazine,diary
R_1j9fHXcWk93kx11,26,Female,Malaysia,FALSE,NA,NA,NA,87.2939028732833,NA,NA,NA,1,NA,dog,cardboard box,cupcake,algae,plasticine,sunflower,philosophy,cello,calculator,marriage
